8.254049511428309671e-01,1.937170425408528129e-01,1.000000000000000000e+00
-6.276539573761257262e-01,9.618557054127747641e-01,0.000000000000000000e+00
8.246057160512403339e-01,1.886468586458595054e-01,1.000000000000000000e+00
-8.766840347675458611e-01,9.070164901951427439e-02,0.000000000000000000e+00
1.211752540126015187e+00,1.491426000446534728e+00,1.000000000000000000e+00
-9.114382960764143560e-01,7.610333789203049815e-01,0.000000000000000000e+00
4.517745373654915575e-01,7.627700333790510268e-02,1.000000000000000000e+00
1.382955894534860342e+00,1.246685888930336050e+00,1.000000000000000000e+00
5.562604887436449763e-01,1.784960052135470543e-01,1.000000000000000000e+00
-2.858627397801319359e-01,1.003319038538755370e+00,0.000000000000000000e+00
-1.058150732007196115e+00,2.143181097606852714e-01,0.000000000000000000e+00
1.381004024191855750e+00,9.520430281809515449e-01,1.000000000000000000e+00
-9.762488644007483174e-01,-3.640548267260315662e-01,0.000000000000000000e+00
-1.054195297725338376e+00,1.373622349345712812e-01,0.000000000000000000e+00
5.352593395776221730e-01,1.604341974374016155e-01,1.000000000000000000e+00
-8.091716797264355554e-01,-6.345961711248147008e-01,0.000000000000000000e+00
-7.439593323195272667e-01,-4.226436829219291647e-01,0.000000000000000000e+00
5.355368881462688746e-01,-1.782435212206739950e-02,1.000000000000000000e+00
1.213729080394303494e+00,1.668708880141692275e+00,1.000000000000000000e+00
-5.883910990759052551e-01,4.992519348186704176e-01,0.000000000000000000e+00
-6.477573406709224990e-01,7.900465041518025533e-01,0.000000000000000000e+00
3.801559459211616421e-01,7.179631689020017360e-01,0.000000000000000000e+00
1.313397973254151196e+00,7.118775713463749710e-01,1.000000000000000000e+00
-8.971053333399996443e-01,4.291119373967672290e-01,0.000000000000000000e+00
-7.447244023517699540e-01,-8.006474217850498842e-01,0.000000000000000000e+00
9.116872990992446191e-01,2.536039915010042112e-01,1.000000000000000000e+00
-9.423302257664591952e-01,2.185322144274346456e-01,0.000000000000000000e+00
9.801350373234321012e-01,2.729041920808188970e-01,1.000000000000000000e+00
-9.519220462168380692e-01,3.689947802414080824e-01,0.000000000000000000e+00
1.032764557636978164e+00,1.962086619399600051e-01,1.000000000000000000e+00
-3.375412784201921590e-01,3.436227296271573417e-01,1.000000000000000000e+00
1.155370915655562492e-02,9.310207651329687195e-01,0.000000000000000000e+00
4.471083795616638268e-01,9.538583845421131358e-01,0.000000000000000000e+00
-1.031306808541421649e+00,3.937727098569861472e-01,0.000000000000000000e+00
2.997946777128523976e-02,1.015030581564422274e+00,0.000000000000000000e+00
-6.493595713385238444e-01,8.559548891453895303e-01,0.000000000000000000e+00
-9.455592982176160843e-01,9.520995352097466613e-02,0.000000000000000000e+00
6.364378978373782525e-01,6.723934072116288796e-01,0.000000000000000000e+00
1.227171869553477235e+00,1.607222555079631299e+00,1.000000000000000000e+00
6.903868017197026252e-02,9.848521960002523667e-02,1.000000000000000000e+00
-9.144251534403022852e-01,4.071465330406653371e-01,0.000000000000000000e+00
-9.424438604401396136e-01,2.095010032719065163e-01,0.000000000000000000e+00
-3.395166633420263480e-01,8.894184782923737487e-01,0.000000000000000000e+00
1.192116012931556224e+00,9.711832269413160912e-01,1.000000000000000000e+00
1.273952178726061257e+00,1.761499016343142543e+00,1.000000000000000000e+00
1.662928167164761106e-01,8.522838610633909351e-01,0.000000000000000000e+00
-4.739543612811636386e-02,1.117530211909800730e-01,1.000000000000000000e+00
-7.510266610509725993e-01,-1.152580515793275584e-01,0.000000000000000000e+00
1.245752088551568937e+00,1.344133167581354371e+00,1.000000000000000000e+00
6.571520487233133423e-01,8.270711980459215518e-01,0.000000000000000000e+00
-1.088856527123339912e+00,-1.618961137882932722e-01,0.000000000000000000e+00
1.372865436669091554e+00,7.148274957053059042e-01,1.000000000000000000e+00
1.005308681602504528e+00,8.432668190464237545e-02,1.000000000000000000e+00
5.213585676480186892e-01,7.321159120928522057e-01,0.000000000000000000e+00
1.336278578638823156e+00,1.094951664973063732e+00,1.000000000000000000e+00
-8.006109183252863026e-01,-9.384331114009810682e-01,0.000000000000000000e+00
-2.584857084123580728e-01,2.015621261796045338e-01,1.000000000000000000e+00
-8.442429550248783388e-01,8.160676032471503305e-04,0.000000000000000000e+00
1.200819949038556045e+00,1.511222026375992566e+00,1.000000000000000000e+00
8.465191120392089319e-01,4.362778680331975134e-01,1.000000000000000000e+00
1.345198774876751546e+00,1.634978952557468501e+00,1.000000000000000000e+00
1.404496223689852274e-01,8.815856282875406125e-01,0.000000000000000000e+00
1.236833923597713270e+00,3.561732930956002519e-01,1.000000000000000000e+00
1.228461753301541393e+00,1.717705098630347704e+00,1.000000000000000000e+00
1.446224938472992827e+00,9.118221686345591159e-01,1.000000000000000000e+00
1.029857695517573335e+00,2.752582273323745388e-01,1.000000000000000000e+00
-2.453129404460843987e-01,2.375180091208602962e-01,1.000000000000000000e+00
-7.376913845135978365e-01,-5.156778214914962133e-01,0.000000000000000000e+00
8.038580237272188178e-01,1.146881771472668676e-01,1.000000000000000000e+00
-4.269084510713515024e-01,3.906104524995724914e-01,1.000000000000000000e+00
-1.541025637438386831e-02,1.030969778924305746e+00,0.000000000000000000e+00
-1.016601821553213991e+00,2.957186504036611874e-01,0.000000000000000000e+00
6.912811767979554212e-01,1.490310558491471093e-01,1.000000000000000000e+00
1.172972300252967504e+00,1.454412941829094974e+00,1.000000000000000000e+00
-1.160717546974493031e+00,-3.143316004327596502e-01,0.000000000000000000e+00
1.317761600601341287e+00,1.070668049206289663e+00,1.000000000000000000e+00
-5.541953637101234564e-01,7.770172912158521683e-01,0.000000000000000000e+00
-1.075394866587611187e+00,-9.368157159178669424e-02,0.000000000000000000e+00
9.582342675965119794e-01,5.046504249352030680e-01,1.000000000000000000e+00
-7.391472615547265423e-01,5.778496156959181951e-01,0.000000000000000000e+00
-7.068564557648169266e-01,4.096615058034008827e-01,0.000000000000000000e+00
-9.389199796312388546e-01,-4.550091779906796363e-01,0.000000000000000000e+00
-6.324932117415977828e-01,8.507574680326747130e-01,0.000000000000000000e+00
5.491877737682567817e-01,8.209081216988263208e-01,0.000000000000000000e+00
4.515223074623850863e-01,8.447885214683040211e-02,1.000000000000000000e+00
1.088606048759718670e+00,2.865401046925237782e-01,1.000000000000000000e+00
-1.007587096600435217e+00,2.233552117414683291e-02,0.000000000000000000e+00
-9.703618430240948944e-01,-1.613896101711975173e-01,0.000000000000000000e+00
1.345866897566351028e+00,9.491441001785498877e-01,1.000000000000000000e+00
8.341844183807689550e-01,5.361520626730249539e-01,0.000000000000000000e+00
-5.016681551923662941e-01,-6.079439887779997109e-01,0.000000000000000000e+00
1.461095659870043750e+00,1.026168787061359389e+00,1.000000000000000000e+00
2.226376119205403237e-02,8.909973974272290542e-01,0.000000000000000000e+00
-8.792665708731194352e-01,4.686282181216785969e-01,0.000000000000000000e+00
3.674950594173490015e-01,1.038306891055087000e+00,0.000000000000000000e+00
-5.764293178389886529e-01,6.066450741614215492e-01,0.000000000000000000e+00
-2.436644705262153709e-01,1.003207734970663401e+00,0.000000000000000000e+00
-9.070646458776687737e-01,-4.838322420128501333e-01,0.000000000000000000e+00
5.410631386473707671e-02,1.684344537475535863e-01,1.000000000000000000e+00
-3.833730331752532305e-01,9.091146418286017994e-01,0.000000000000000000e+00
1.124826108773335775e+00,5.312679964363703489e-01,1.000000000000000000e+00
-8.604788500499722659e-01,3.464786570284066336e-01,0.000000000000000000e+00
5.247660751743492558e-01,9.381127955111595584e-01,0.000000000000000000e+00
-8.851832690782227564e-01,4.248506301448470301e-01,0.000000000000000000e+00
1.232128124963034921e+00,1.028304142226439621e+00,1.000000000000000000e+00
1.355921613007677662e+00,1.389428732005997258e+00,1.000000000000000000e+00
3.454237793459497552e-01,1.056423167929666285e+00,0.000000000000000000e+00
1.422729492195321965e+00,1.259351454185700270e+00,1.000000000000000000e+00
-7.306323444278449708e-01,2.233659580822355273e-01,0.000000000000000000e+00
-2.960671663462425829e-01,4.200325177242220098e-01,1.000000000000000000e+00
-1.199331365050955167e-01,1.200218973480980278e+00,0.000000000000000000e+00
-1.020521246473947707e+00,-4.127447091805844237e-01,0.000000000000000000e+00
-4.321662860943384366e-01,7.840288085838070797e-01,0.000000000000000000e+00
-4.373586300336889665e-01,8.323495495646180409e-01,0.000000000000000000e+00
1.340176584022764850e+00,6.802739260962111789e-01,1.000000000000000000e+00
-4.441396905675580875e-01,9.042261182904866024e-01,0.000000000000000000e+00
5.178248193056932402e-01,1.009484151622089598e+00,0.000000000000000000e+00
-1.110028840642242054e+00,2.180867792445965181e-01,0.000000000000000000e+00
-1.072290419555896324e-01,9.995055671100919747e-01,0.000000000000000000e+00
5.460841266818083906e-01,7.266731724849319063e-01,0.000000000000000000e+00
5.358374772584990620e-01,-6.901804506406261641e-03,1.000000000000000000e+00
-7.220822823444783545e-02,6.758923091014894247e-02,1.000000000000000000e+00
8.281656308309606196e-01,2.163119003336156920e-01,1.000000000000000000e+00
-1.121931203016365508e+00,6.834503056317227099e-01,0.000000000000000000e+00
-9.910540783917266561e-01,-1.877355524910656603e-02,0.000000000000000000e+00
-7.235305668943501356e-01,4.958248159914243613e-01,0.000000000000000000e+00
8.658042326403917466e-01,1.425730888784798034e-01,1.000000000000000000e+00
1.262872115548361540e+00,6.674501206554841470e-01,1.000000000000000000e+00
-1.053791583372857055e+00,2.456763794055005778e-01,0.000000000000000000e+00
1.169011033386466281e+00,2.925873943344883266e-01,1.000000000000000000e+00
2.710848999241364798e-01,1.002753741939752752e+00,0.000000000000000000e+00
-9.315783491733116151e-01,-2.239190213129156892e-01,0.000000000000000000e+00
-1.032388010758540808e+00,-5.195633190476527385e-01,0.000000000000000000e+00
-1.022649336863122649e+00,-1.688239460705774353e-01,0.000000000000000000e+00
-1.927673538493193672e-02,2.389910082417521231e-01,1.000000000000000000e+00
4.277697403946568722e-01,-5.148617509302166884e-02,1.000000000000000000e+00
-9.575220144551745971e-01,-4.792623423631041657e-01,0.000000000000000000e+00
7.566711642868723109e-01,8.446114727290949808e-01,0.000000000000000000e+00
-5.240877650640196617e-01,8.773143110164999259e-01,0.000000000000000000e+00
-7.460818476431063662e-01,-4.745297081864585653e-01,0.000000000000000000e+00
3.401729941817526193e-01,-1.120492190347051886e-01,1.000000000000000000e+00
1.734550566284198125e-01,1.046848210335105112e+00,0.000000000000000000e+00
2.705911402527410442e-02,5.845035547306237644e-02,1.000000000000000000e+00
1.198311882792038263e+00,1.791191164538328273e+00,1.000000000000000000e+00
1.373940868750144206e+00,1.131007488412536510e+00,1.000000000000000000e+00
1.020973084126042263e-02,1.099761234190316017e+00,0.000000000000000000e+00
-1.013886942125820090e+00,-5.526959550499004337e-01,0.000000000000000000e+00
-1.214640210144595778e-01,1.055294920943847803e+00,0.000000000000000000e+00
-3.113406414023889290e-01,9.968989336584654914e-01,0.000000000000000000e+00
5.184762235401612074e-01,8.083037939037931441e-01,0.000000000000000000e+00
8.086364901355604096e-02,5.876306613815659302e-02,1.000000000000000000e+00
6.343374588363899502e-02,2.363996089202891060e-02,1.000000000000000000e+00
